H5'' RGU C1' 3.7317502355 
H5'' RGU C2' -9.34236858045 
H5'' RGU C3' -2.10159372266 
H5'' RGU C4' 0.0466318482741 
H5'' RGU C5' 0.701789469628 
H5'' RGU O5' -1.24344244609 
H5'' RGU O3' 3.45752594773 
H5'' RGU C2 -2.68338741817 
H5'' RGU C4 -22.8948936501 
H5'' RGU C5 1.92260454289 
H5'' RGU C6 -9.49128782935 
H5'' RGU C8 7.93653561084 
H5'' RGU N1 6.00842166634 
H5'' RGU N2 -4.58162789624 
H5'' RGU N3 16.6654597076 
H5'' RGU N7 -4.89937757718 
H5'' RGU N9 1.46605486239 
H5'' RGU O6 -34.8811891238 
H5'' RAD C1' -1.40183025238 
H5'' RAD C2' -3.38753803626 
H5'' RAD C3' -1.83524214909 
H5'' RAD C4' 2.40003506062 
H5'' RAD C5' -0.0 
H5'' RAD O5' 2.29626734724 
H5'' RAD O3' 0.923680566354 
H5'' RAD C2 6.11038964298 
H5'' RAD C4 -0.174236425415 
H5'' RAD C5 -14.7466498696 
H5'' RAD C6 -33.8242448849 
H5'' RAD C8 3.16265774568 
H5'' RAD N1 1.6570971606 
H5'' RAD N3 8.72926412231 
H5'' RAD N6 -23.9118929953 
H5'' RAD N7 1.95460076203 
H5'' RAD N9 -2.92463059268 
H5'' URA C1' 2.6170386071 
H5'' URA C2' -3.78383542504 
H5'' URA C3' -2.41387824126 
H5'' URA C4' 0.194677336563 
H5'' URA C5' -0.0 
H5'' URA O5' 2.45515100767 
H5'' URA O3' 4.06988205781 
H5'' URA C2 -18.1564233975 
H5'' URA C4 -24.9067710113 
H5'' URA C5 -0.481904722274 
H5'' URA C6 -0.618266874042 
H5'' URA N1 0.942450662532 
H5'' URA N3 72.5826585095 
H5'' URA O4 -9.20156811274 
H5'' RCY C1' 1.61531458551 
H5'' RCY C2' -9.33147677849 
H5'' RCY C3' 0.161015992736 
H5'' RCY C4' 1.87352345934 
H5'' RCY C5' 0.0 
H5'' RCY O5' 0.129570036239 
H5'' RCY O3' 4.54957311112 
H5'' RCY C2 -33.5742969964 
H5'' RCY C4 -3.3889029685 
H5'' RCY C5 -4.76774939887 
H5'' RCY C6 0.12563387911 
H5'' RCY N1 6.9733156692 
H5'' RCY N3 17.4327486597 
H5'' RCY N4 4.37181291104 
H5'' RCY O2 15.2785139797 
C3' RGU C1' 29.8347896767 
C3' RGU C2' 26.2576141579 
C3' RGU C3' -3.42172770966 
C3' RGU C4' 18.9641011056 
C3' RGU C5' 26.6677029292 
C3' RGU O5' -61.2259239223 
C3' RGU O3' 17.7107242079 
C3' RGU C2 19.9185061781 
C3' RGU C4 4.03932885263 
C3' RGU C5 11.326039234 
C3' RGU C6 0.0 
C3' RGU C8 -38.0991766758 
C3' RGU N1 -0.0 
C3' RGU N2 8.65329350279 
C3' RGU N3 42.6961838797 
C3' RGU N7 -1.1665969937 
C3' RGU N9 0.0207863263937 
C3' RGU O6 2.66796712733 
C3' RAD C1' 13.6206937901 
C3' RAD C2' 23.4576935068 
C3' RAD C3' 0.0 
C3' RAD C4' 23.3542355531 
C3' RAD C5' 24.9664858769 
C3' RAD O5' -55.5324608933 
C3' RAD O3' 19.3050598237 
C3' RAD C2 4.27907764333 
C3' RAD C4 -0.708504241377 
C3' RAD C5 1.30217093062 
C3' RAD C6 0.0 
C3' RAD C8 -28.5420147072 
C3' RAD N1 2.5385798315 
C3' RAD N3 24.8384877521 
C3' RAD N6 9.28288187352 
C3' RAD N7 -4.8324129751 
C3' RAD N9 -1.68356280407 
C3' URA C1' 36.9488801413 
C3' URA C2' 20.2880040647 
C3' URA C3' 1.27525856659 
C3' URA C4' 22.6618462413 
C3' URA C5' 15.6409694613 
C3' URA O5' -48.1578434716 
C3' URA O3' 20.9222409824 
C3' URA C2 0.274572003318 
C3' URA C4 -0.0 
C3' URA C5 -26.0082747327 
C3' URA C6 -40.4483817997 
C3' URA N1 -10.7001404143 
C3' URA N3 1.4790601516 
C3' URA O4 -2.118649275 
C3' RCY C1' 17.2968088096 
C3' RCY C2' 22.43231795 
C3' RCY C3' 3.01753284026 
C3' RCY C4' 14.2206815289 
C3' RCY C5' 10.8226869626 
C3' RCY O5' -43.3505579242 
C3' RCY O3' 28.5950530229 
C3' RCY C2 4.56959950838 
C3' RCY C4 0.0676114079086 
C3' RCY C5 -12.5928809476 
C3' RCY C6 -24.5858571632 
C3' RCY N1 1.05578753399 
C3' RCY N3 2.10603831342 
C3' RCY N4 -0.0 
C3' RCY O2 2.74646081859 
C1' RGU C1' 3.55305241438 
C1' RGU C2' 30.8876608266 
C1' RGU C3' 12.7717945203 
C1' RGU C4' 21.9747765305 
C1' RGU C5' -6.05263594332 
C1' RGU O5' -39.4797085292 
C1' RGU O3' -40.5086928096 
C1' RGU C2 7.16298887072 
